text,Food,Phenotype,label
"Favorisce il riequilibrio dell’ecosistema intestinale
Clarification provided
- contributes to the rebalancing of intestinal microflora;
- reduces gastro-intestinal discomfort in Irritable Bowel Syndrome;
- reduces gastro-intestinal discomfort in functional disorders of the gut;
- reduces gastro-intestinal symptoms in Irritable Bowel Syndrome, especially in IBS-predominant diarrhea;
- reduces gastro-intestinal symptoms in functional disorders of the gut, especially in IBS-predominant diarrhea.",<em>Lactobacillus paracasei </em> B21060*,reducing gastro-intestinal discomfort,1
"Fibersol-2 helps to maintain normal bowel function.
Fibersol-2 maintains intestinal regularity.
Fibersol-2 supports bowel function and gut comfort.","Fibersol-2™

Brand name Pinefiber® in Japan (Chemical name in Japan: Indigestible dextrin.
Also called resistant dextrin within the European Union)",Changes in bowel function,0
"Flavonoids, especially catechins from green tea, reduce the absorption of carbohydrates by 25%. Carbohydrates account for 49% of total energy. Thus the weight slimming effect is a total of 12%.
Reduces visceral fat","Flavonoids from green tea, apple and onion",contribution to the maintenance or achievement of a normal body weight,1
"Folic acid protects the eye
Folic acid important for the eye",Folic Acid,maintenance of normal vision,2
For eye health - promotes maintenance of vision apparatus functions Improves dark adaptation Strengthens eye capillaries Reduces eye tiredness in case of vision exertion,Daucus carota (Carrot),maintenance of vision,1
"For joint maintenance
Helps maintain proper functioning of joints, tendons and ligaments",Methylsulfonylmethane (MSM),maintenance of joints,0
"For stomach health.
Sooths the stomach
Protects the stomach’s mucous membranes.",Silicon,forming a protecting coat on the mucus membrane of the stomach,2
"For stomach health.
Sooths the stomach
Protects the stomach’s mucous membranes.",Silicon,neutralisation of gastric acid,2
Free radicals neutralisation actions.,Cordyceps sinensis-fungus larvae-mycelium,"antioxidant activity, antioxidant content, and antioxidant properties",2
"Fructooligosaccharides/oligofructose enhance/promote/
increase magnesium absorption
Fructooligosaccharides/oligofructose enhance/promote/
increase magnesium absorption
Fructooligosaccharides/oligofructose
support isoflavone activity on bone health",Fructooligosaccharides from sucrose,increasing calcium and/or magnesium absorption leading to an increase in magnesium and/or calcium retention,1
"GLA balances skin moisture content, keeps the skin smooth, reduces itching, and soothes skin irritation.",Gamma Linolenic acid (GLA) from Evening primrose Oil,Maintenance of the barrier function of the skin,1
GLA contributes to maintenance of normal skin cell structure and elasticity,Borage oil (GLA= gamma linolenic acid),Maintenance of normal structure and appearance of the skin,0
GLA supports weight management GLA reduces re-gaining weight after dieting,Gamma linolenic acid,Weight maintenance after weight loss,1
"Glutamine may improve intestinal water and electrolyte absorption
Glutamine can help volumize muscle cells
Glutamine may increase cell swelling (volume)",Glutamine,growth or maintenance of muscle mass,1
"Good source of antioxidants
Contains naturally occuring antioxidants
Has antioxidant properties
Acts as an antioxidants
Contributes to the protection against oxidation
Helps increase the antioxidative capacity of the body
Helps preventing oxidation
Antioxidants help protect you from free radicals Antioxidants help protect your cells and tissues from oxidation
Antioxidants contribute to the total antioxidant capacity of the body
Antioxidants help to protect your body by reinforcing the body's natural defence against the effects of free radicals",Citrullus lunatus  (Watermelon) extract - ACTI-08,"protection of DNA, proteins and lipids from oxidative damage",1
Guava is a major dietary source of antioxidants Antioxidants from dietary sources contribute to the protection against free radicals which cause cell damage contributes to the protection of cells and tissues from oxidative damage help strengthen our body's natural defences against oxidative stress,Guava,"Protection of DNA, proteins and lipids from oxidative damage",2
Guava is a major dietary source of antioxidants/ Antioxidants from dietary sources contribute to the protection against free radicals which cause cell oxidation/ Contributes to the protection of cells and tissues from oxidation/ Help strengthen our body's natural defences against oxidative stress,Guava,"Protection of DNA, proteins and lipids from oxidative damage",2
"Guava is a major source of lycopene.
Lycopene from dietary sources contributes to the maintenance of healthy skin.",Guava,protection of the skin from UV-induced (including photo-oxidative) damage,0
"Guava is a major source of lycopene/
Lycopene from dietary sources contributes to the maintenance of healthy skin, when exposed to sun light (Avoid sunburns by using an effective sun screen. Lycopene is not a replacement for sun screens)/
helps to reduce skin reddening when exposed to sun light (Avoid sunburns by using an effective sun screen. Lycopene is not a replacement for sun screens)",Guava,protection of the skin from UV-induced (including photo-oxidative) damage,0
Gum acacia contributes to lower the glycemix response gum acacia contribute to control blood glucose and insuline levels gum acacia is suitable for diabetics diet gum acacia helps to reduce calorie intake,Acacia gum (gum arabic),Maintenance of normal blood glucose concentrations,2
Gum acacia contributes to lower the glycemix response gum acacia contribute to control blood glucose and insuline levels gum acacia is suitable for diabetics diet gum acacia helps to reduce calorie intake,Acacia gum (gum arabic),Reduction of post-prandial glycaemic response,2
HMB can increase gains in lean body mass during resistance training,HMB,increase in lean body mass,1
"HMB helps to enhance muscle energetics and recuperation.
HMB helps with muscle energetics and recuperation",HMB (B-hydroxy B-methylbutyrate monohydrate),faster recovery from muscle fatigue after exercise,1
"HMB helps to reduce muscle protein breakdown following exercise
Ingredient clinically shown to support protection of muscles from breakdown following exercise
HMB helps to reduce exercise-induced muscle tissue breakdown.",HMB (B-hydroxy B-methylbutyrate monohydrate),reduction of muscle tissue damage during exercise,2
HMB increases muscle strength when taken during a resistance training program.,"HMB and
HMB/KIC combinations",increase in muscle strength,1
HMB may help increase the onset of blood lactate accumulation and VO2 peak.,HMB (B-hydroxy B- methylbutyrate monohydrate),increase in endurance performance,1
"HMB supplementation can reduce muscle breakdown after intense training.
HMB reduces the loss of muscle proteins after intense training",HMB and HMB/KIC combinations,reduction of muscle tissue damage during exercise,1
HMB supplementation maintains normal muscle repair after training,"HMB and
HMB/KIC combinations",skeletal muscle tissue repair,0
"HMB supports strength
HMB has been shown to
increase strength.
HMB has the ability to enhance muscular strength
Ingredient clinically shown to help boost strength
Boost muscular strength",HMB (B- hydroxy B- methylbutyrate monohydrate),increase in muscle strength,1
"Healthy for the stomach.
Protects the gut.",Sea buckthorn berry oil (cold-pressed),“Gut health”,2
"Help relieving intestinal discomfort Reinforce the Intestinal Barrier,              
Intestinal support for travelers,               
 Improve intestinal comfort in travellers, Normalize intestinal transit","Combination of Probiotics (<em>Lactobacillus helveticus</em> CNCM I-1722, <em>Lactobacillus rhamnosus</em> CNCM I-1720, <em>Bifidobacterium longum</em> CNCM I-3470 and Saccharomyces cerevisiae boulardii )","A combination of L. rhamnosus CNCM I-1720, L. helveticus CNCM I-1722, B. longum subsp. longum CNCM I-3470 and S. cerevisiae var. boulardii CNCM I-1079 and defence against pathogenic gastro-intestinal microorganisms",0
"Helps burn fat faster and thus improves physical performance. / Helpful in decreasing the LDL-colesterol level / Helpful in decreasing colesterol’s blood levels / In diets, supplemented by a food diet and phisical exercices. / Accelerate the fatty acid import into mitochondria, which leads to a faster oxidation, favoring an efficient weight decrease as well as increasing of effort resistance.",L/carnitine,increase in endurance capacity,1
"Helps burn fat faster and thus improves physical performance. / Helpful in decreasing the LDL-colesterol level / Helpful in decreasing colesterol’s blood levels / In diets, supplemented by a food diet and phisical exercices. / Accelerate the fatty acid import into mitochondria, which leads to a faster oxidation, favoring an efficient weight decrease as well as increasing of effort resistance.",L/carnitine,maintenance of normal blood LDL-cholesterol concentrations,1
Helps control and normalize body weight.,Apple cider vinegar,contribution to the maintenance or achievement of a normal body weight,0
"Helps improve muscle recovery after exercise
-helps maintain optimal repair of muscle tissue
-supports athletes in recovery from weight training
-can help recreationally weight-trained in recovery from exercise
-contributes to the reduction of muscle soreness from exercise in trained athletes",Carnitine,faster recovery from muscle fatigue after exercise,2
"Helps improve muscle recovery after exercise
-helps maintain optimal repair of muscle tissue
-supports athletes in recovery from weight training
-can help recreationally weight-trained in recovery from exercise
-contributes to the reduction of muscle soreness from exercise in trained athletes",Carnitine,skeletal muscle tissue repair,2
"Helps in the repair and recovery of muscle tissue after exercise.
Helps muscle maintenance and recovery following exercise.
For the growth, development and maintenance of muscles and strength.
For muscle building during training.",Branched chain amino acids,growth or maintenance of muscle mass,0
"Helps increase carbohydrate availability during endurance exercise.
Combination of caffeine and carbohydrate improves endurance performance.",Caffeine and carbohydrate,increase in endurance performance,1
Helps increase the antioxidative capacity of the body 2. Has antioxidant properties 3. Contains naturally occuring antioxidants 4. Antioxidants help protect you from radicals which cause cell damage 5. Antioxidants contribute to the total antioxidant capacity of the body and help strenghthen our body's defences 6. Antioxidants help to protect our body by reinforcing the body's natural defence against the harmful effects of free radicals 7. Acts as an antioxidants 8.Good source of antioxidant 9.Show antioxidative activity and help protect against oxidative stress,Honey,"Protection of DNA, proteins and lipids from oxidative damage",1
Helps increase the antioxidative capacity of the body Has antioxidant properties Contains naturally occuring antioxidants Antioxidants help protect you from free radicals Antioxidants help protect your cells and tissues from oxidation Antioxidants contrib,PROPOLIS,"Protection of DNA, proteins and lipids from oxidative damage",1
"Helps keep arteries/blood vessels healthy;
Contributes to healthy arteries/ blood vessels;
Supports heart health by contributing to the normal functioning of the arteries/blood vessels;
Helps maintain a normal blood pressure by supporting the elasticity of blood vessels/arteries.","Endothjelial (syn.: L-5-methyltetra-hydrofolic acid, calcium salt; Vitamin B9), MetafolinTM",maintenance of normal blood pressure,0
"Helps maintain a good venous blood circulation.
Supports a normal venous function.
Helps maintain healthy venous circulation in the legs.
Protects veins from inflammatory reactions.
Supports the strength of blood vessels.",Diosmin (a component of citrus peel extract and precursor of diosmetin),maintenance of elasticity and strength of the venous walls,2
Helps maintain normal blood cholesterol levels/Supports heart health (to be evaluated by EFSA).,Hesperidin (a component of citrus peel extract and precursor of hesperitin) (ingredient not found in the spanish food laws),maintenance of normal blood LDL-cholesterol concentrations,0
Helps maintain normal kidney and prostate function,Beta sitosterol,maintenance of normal prostate size and normal urination,0
"Helps maintain normal, healthy skin.",Gamma-linolenic acid (GLA; C18: 3n-6/C18: 3?6) provided by evening primrose oil and/or borage (starflower) oil,Maintenance of the barrier function of the skin,0
"Helps maintain positive mood and good cognitive functions.
L-tryptophane is a natural precursor of serotonin.
L-tryptophane participates in the synthesis of serotonin, which is essential for the maintenance of emotional balance and serenity.
Contributes to optimal relaxation.
Helps to support the relaxation, mental and physical wellbeing.
Contributes to maintain a normal healthy sleep.",L-tryptophan,Contribution to normal cognitive function,0
"Helps maintain positive mood and good cognitive functions.
L-tryptophane is a natural precursor of serotonin.
L-tryptophane participates in the synthesis of serotonin, which is essential for the maintenance of emotional balance and serenity.
Contributes to optimal relaxation.
Helps to support the relaxation, mental and physical wellbeing.
Contributes to maintain a normal healthy sleep.",L-tryptophan,Maintenance of normal sleep,0
Helps maintaining healthy eye function. Oral supplementation of Lutein and Zeaxanthin helps increasing macular pigment levels in plasma and retina. Oral supplementation with lutein results in increase in concentration of lutein in serum and macular pigment Helps enhance visual acuity in persons with compromised visual function Helps improve visual performance in persons with compromised visual function,Lutein (Marigold Extract),Maintenance of normal vision.,1
Helps support skin health /helps promote healthy skin /helps maintain healthy skin /helps to maintain your skin’s healthy look and feel /is deposited naturally in the skin /is a natural compound contained in the dermis and epidermis /is a natural compound contained in the deepest layers of the skin /nutrition for skin /helps maintain skin moisture /helps maintain skin hydration /improves skin moisture /helps improve skin hydration /helps improve skin elasticity /supports skin elasticity /contributes to the appearance of skin associated with premature aging /helps protect the dermis and epidermis from oxidative stress /natural antioxidant for the skin /natural antioxidant for healthy skin /helps fight free radicals in the skin / Contributes to the maintenance of healthy skin when exposed to sun light (Avoid sunburns by using an effective sun screen. Beta carotene is not a replacement for sun screens),Lutein,protection of the skin from UV-induced (including photo-oxidative) damage,0
"Helps the energy production in the cell by transporting fatty acids in places where they are used and metabolised
-contributes to the fat burning during exercise
-contributes to increased fat oxidation
-is important for the oxidation of fat
-helps improve muscle recovery after exercise
-helps maintain optimal repair of muscle tissue
-plays an important role in lipid metabolism
-can support lipid metabolism converts fatty acids into energy
-helps to increase fatty acid oxidation in healthy humans",Carnitine,faster recovery from muscle fatigue after exercise,1
"Helps the energy production in the cell by transporting fatty acids in places where they are used and metabolised
-contributes to the fat burning during exercise
-contributes to increased fat oxidation
-is important for the oxidation of fat
-helps improve muscle recovery after exercise
-helps maintain optimal repair of muscle tissue
-plays an important role in lipid metabolism
-can support lipid metabolism converts fatty acids into energy
-helps to increase fatty acid oxidation in healthy humans",Carnitine,skeletal muscle tissue repair,1
Helps the energy production in the cell by transporting fatty acids in places where they are used and metabolised/contributes to the fat burning during exercise/contributes to increased fat oxidation/is important for the oxidation of fat/helps improve muscle recovery after exercise/helps mantain optimal repair of muscle tissue/transports long-chain fatty acids into the mitocondria/plays an important role in lipid metabolism/can support lipid metabolism converts fatty acids into energy/turns fat into energy/helps to increase fatty acid oxidation in healty humans.,Carnitine,faster recovery from muscle fatigue after exercise,1
Helps the energy production in the cell by transporting fatty acids in places where they are used and metabolised/contributes to the fat burning during exercise/contributes to increased fat oxidation/is important for the oxidation of fat/helps improve muscle recovery after exercise/helps mantain optimal repair of muscle tissue/transports long-chain fatty acids into the mitocondria/plays an important role in lipid metabolism/can support lipid metabolism converts fatty acids into energy/turns fat into energy/helps to increase fatty acid oxidation in healty humans.,Carnitine,skeletal muscle tissue repair,1
"Helps to a normal sleep
Helps to get a restful sleep
Contributes to maintain nervous balance",Tryptophan,Maintenance of normal sleep,0
"Helps to control blood levels of cholesterol.
Contributes to a healthy cholesterol level and healthy blood vessels.
Contributes to a normal blood pressure.
Helps to maintain a healthy heart.
Contributes to normal cholesterol levels.
Helps to reduce blood cholesterol levels.","Wheat 
(Triticum vulgare)",maintenance of normal blood cholesterol concentrations,0
"Helps to control blood levels of cholesterol.
Contributes to a healthy cholesterol level and healthy blood vessels.
Contributes to a normal blood pressure.
Helps to maintain a healthy heart.
Contributes to normal cholesterol levels.
Helps to reduce blood cholesterol levels.","Wheat 
(Triticum vulgare)",maintenance of normal blood pressure,0
"Helps to control body weight when combined with a healthy diet and exercise.
Fits in a weight maintainance programme.
Contributes to the reduction of body fat.
Helps to control fat metabolism.",Docosahexaenoic acid (DHA),contribution to the maintenance or achievement of a normal body weight,2
"Helps to control fat metabolism
Influences lipid metabolism and storage
Increases lean muscle mass
Reduces body fat percentage
Helps to reduce body fat mass while increasing lean body mass
Helps to reduce body fat mass
Helps to reduce the amount of fat you store after eating
Helps to decrease the amount of fat stored in your body
Helps to reduce you abdominal fat mass
Helps to reduce fat mass in your abdomen and thighs
Helps to improve your body shape
Helps to increase lean body mass
Helps reduce weight gain-helps to reduce SAD (sagittal abdominal diameter)-helps to prevent the yoyo-effect after a diet
Helps to reduce muscle protein loss during a diet
Helps to increase feelings of fullness and satiety","Conjugated linoleic acid (CLA) ((cis-9, trans-11 conjugated linoleic acid, and trans-10, cis-12 conjugated linoleic acid (50:50) triglycerides)",contribution to the maintenance or achievement of a normal body weight,1
"Helps to delay the onset of fatigue.
Helps to maintain energy levels for prolonged periods during intense competition/exercise. Enhances endurance and helps to maintain peak effort during times of high physical demand.",Carnitine,increase in endurance capacity,1
"Helps to enhance the thermogenesis production, wich in turn helps weight control
Helps to control the appetit
Naturally supports feeling of fullness after a meal
Helps to manage appetit and hunger
Helps to loose weight
Contributes to loose weight
Used to facilitate the weight loss
Helps in weight control
Contributes to body weight management",Rubus idaeas  (Raspberry) extract - BERI-08,contribution to the maintenance or achievement of a normal body weight,1
"Helps to enhance tonus and vitality.
Helps to support body's vitality.
Helps to make you feel more energetic.
Helps to improve physical well-being.",Taurine,delay in the onset of physical fatigue during exercise,1
"Helps to increase activity of endorfins which induce sense of joy, and has positive effect in pain",phenylalanin,enhancement of mood,1
"Helps to increase activity of endorfins which induce sense of joy, and has positive effect in pain",phenylalanin,pain relief,1
Helps to increase growth of beneficial microflora.,Cranberry extract powder (Vaccinium macrocarpon),Defence against bacterial pathogens in the lower urinary tract,1
Helps to increase satiety after a meal /helps to increase energy expenditure by increasing the metabolic rate /helps with weight loss by increasing metabolic rate /tends to reduce body weight and fat in overweight persons,Medium Chain Triglycerides (MCT),reduction in body weight,1
Helps to keep normal cholesterol level,lecithin   phosphatidyl choline,maintenance of normal blood cholesterol concentrations,0
Helps to maintain a healthy heart/contributes to maintain a healthy cardiovascular system/contributes to protect the arteries from narrowing and hardening/contributes to keep the arteries healthy/helps to maintain a normal blood flow.,Lycopene,contribution to normal cardiac function,0
Helps to maintain a normal blood glucose,"Momordica charantia
(Common Name : balsam pear, bitter melon, bitter
gourd, ampalaya, karela (karola), fu kwa)",Maintenance of normal blood glucose concentrations,0
Helps to maintain a normal cholesterol level.,Phosphatidyl choline / lecithin,maintenance of normal blood cholesterol concentrations,0
"Helps to maintain a normal cholesterol level;
Helps to maintain a healthy heart.",Phosphatidyl choline / lecithin,maintenance of normal blood cholesterol concentrations,0
"Helps to maintain normal bowel function.
Promotes intestinal regularity.
Ensures a healthy digestive system/ function.",Xanthan,changes in bowel function,0
Helps to maintain normal bowel/colonic function. Helps to promote intestinal regularity. Helps to ensure healthy digestive functions. Helps to support gastrointestinal health. Helps to support intestinal function.,Konjac mannan (glucomannan),maintenance of normal bowel function,0
"Helps to maintain normal prostate health.
Helps to maintain a healthy prostate.",Tomato extract containing lycopene,"protection of DNA, proteins and lipids from oxidative damage",0
"Helps to maintain strong bones
contributes to the maintenance of normal bone strength in post-menopausal women
contributes to the maintenance of normal bone strength in the elderly
GLA with EPA help to preserve bone density",Gamma-linolenic acid + eicosapentaenoic acid (GLA+EPA),maintenance of normal bone,0
"Helps to promote healthy serotonin levels which can enhance mood 5-HTP is the direct chemical precursor to the neurotransmitter serotonin, which may promote a positive mood",5-Hydroxytryptophan,enhancement of mood,1
Helps to reduce jet lag effects Helps to reduce sleep onset latency Helps to regulate circadian rhythm Improves sleep-wake cycle Contributes to improve sleep quality Helps to fall asleep in a natural way,Melatonin,"Reduction of sleep onset latency, and improvement of sleep quality",1
Helps to restore and maintain a normal vaginal microflora,<em>Lactobacillus rhamnosus</em> GR 1 (ATCC 55826) and Lactobacilus reuteri RC  14 (ATCC 55845),defence against vaginal pathogens by increasing the proportion of lactobacilli and/or decreasing the proportion of potentially pathogenic bacteria and/or yeasts,0
"Helps to restore and maintain normal vaginal microflora;
Helps during the treatment of urogenital disorders;",Lactobacillus acidophilus LA14,Defence against vaginal pathogens by increasing the proportion of lactobacilli and/or decreasing the proportion of potentially pathogenic bacteria and/or yeasts,0
"Helps to retard skin aging.
Contributes to maintain a healthy skin.
Promotes healthy skin pigmentation and tanning.
The anti-oxidant properties of Beta carotene help maintain a healthy and elastic skin.
Contributes to the maintenance of healthy skin",Beta-Carotene,protection of the skin from UV-induced (including photo-oxidative) damage,0
"Helps to strengthen the body
Supports immune system
Invigorates the body
Supports energetic alertness
Supports the immunesystem by delivering antioxidants
Increases performance and endurance of a heavy exercise or sportsactivity",Cordyceps sinensis,increase in endurance performance,1
"Helps to support mood.
Contributes to emotionnal well-being.
Helps to support relaxation and mental well-being.
Contributes to optimal relaxation.
Clarification provided
Thanks to its high essential fatty acids content, flax enhances mood.
Flax increases relaxation.",Flax (Linum usitatissimum),Enhancement of mood,1
"Helps to support the digestion contributes to the normal function of intestinal tract
helps support the digestive juice flow.",Citrus limon (Common Name : Lemon),reduction of gastro-intestinal discomfort,0
"Helps you to feel full for longer.
Helps to limit feeling of hunger and food craving.
Helps to increase feelings of fullness and satiety.
Curbs the appetite.
Helps in weight control programs by reducing appetite and calorie intake.
Contributes to control/ reduce appetite.
Helps to reduce body weight.",Xanthan,increased satiety,1
Important for brain functioning. Protects the brain. Regulates nerve impulse progression,Manganese,cognitive function,2
Improve emotional well-being. Support positive mood. Increase relaxation,Cocoa (Theobroma cacao L.),enhancement of mood,1
"Improvement of muscle recovery after exercise
Improvement of muscle protein synthesis","Branched-chain amino acids (BCAA) 

L-leucine
L-valine
L-isoleucine",growth or maintenance of muscle mass,2
"Improves effectively muscular tonus
Helps muscle recovery / supports muscle fatigue recovery
Supports dorsal comfort
Contributes to the reduction of muscle soreness
Contributes to the reduction of muscle contracture
Contributes to the reduction of muscular tension",Adenosine triphosphate (ATP),maintenance of normal muscle function,1
Improves gallbladder mechanoactivity,"Water-based product (Water purified by reverse osmosis to monomolecular level, complex of salts)",“Improves mechanical activity of gallbladder”,1
Improves health bowel/helps promote regularity,Hydrolised guar gum,changes in bowel function,1
Improves intestinal comfort in people with irritable bowel syndrom,Sunfiber (enzymatically partially depolymerised guar gum),changes in bowel function,1
Improves intestinal comfort in people with irritable bowel syndrom,Sunfiber (enzymatically partially depolymerised guar gum),reduction of gastro-intestinal discomfort,1
Improves intestinal comfort in people with irritable bowel syndrom,Sunfiber(enzymatically partially depolymerised guar gum).,changes in bowel function,1
Improves intestinal comfort in people with irritable bowel syndrom,Sunfiber(enzymatically partially depolymerised guar gum).,reduction of gastro-intestinal discomfort,1
"Improves intestinal regularity.
Improves bowel function and gut comfort.",Sunfiber(enzymatically partially depolymerised guar gum).,changes in bowel function,1
"Improves intestinal regularity.
Improves bowel function and gut comfort.",Sunfiber(enzymatically partially depolymerised guar gum).,reduction of gastro-intestinal discomfort,1
"Improves intestinal regularity.
Improves bowel function and gut comfort.
Promotes a normal intestinal function.",Sunfiber(enzymatically partially depolymerised guar gum).,changes in bowel function,0
"Improves intestinal regularity.
Improves bowel function and gut comfort.
Promotes a normal intestinal function.",Sunfiber(enzymatically partially depolymerised guar gum).,reduction of gastro-intestinal discomfort,0
Improves intestinal regularity; Improves bowel function and gut comfort,Sunfiber (enzymatically partially depolymerised guar gum),changes in bowel function,1
Improves intestinal regularity; Improves bowel function and gut comfort,Sunfiber (enzymatically partially depolymerised guar gum),reduction of gastro-intestinal discomfort,1
Improves intestinal regularity; Improves bowel function and gut comfort ; Promotes a normal intestinal function,Sunfiber (enzymatically partially depolymerised guar gum),changes in bowel function,0
Improves intestinal regularity; Improves bowel function and gut comfort ; Promotes a normal intestinal function,Sunfiber (enzymatically partially depolymerised guar gum),reduction of gastro-intestinal discomfort,0
"Improves mental attentiveness
Improved powers of concentration and ability to absorb information
Assists in mental performance",Creatine,Increased attention,1
Improves mental attentiveness also in the elderly,Creatine,Improvement of memory,1
Improves mobility and elasticity of joints. Activates absorption of calcium in intestinal tract thus increasing bone tissue density,Gamma – linolenic acid,Maintenance of bone,1
Improves mobility and elasticity of joints. Activates absorption of calcium in intestinal tract thus increasing bone tissue density,Gamma – linolenic acid,Maintenance of joints,1
Improves physical performance.,Caffeine (from tea/coffee/chocolate or added in pure form),Increase in physical performance during short-term high-intensity exercise,1
"Improves skin, hair and nail condition",Brewer`s Yeast,Maintenance of normal structure and appearance of hair and nails,1
"Improves skin, hair and nail condition",Brewer`s Yeast,Maintenance of structure and elasticity of the skin,1
Improves sperm quality.,L-carnitine,contribution to normal spermatogenesis,1
Improves the conditions of hair and nails. Helps to support the hair’s vitality. Improve hair growth . Helps hair to be glossy. Strenghten hair and nails. Useful in case of fragile nails,Sulfur amino acids : methionine and cystine,maintenance of normal hair,1
Improves the conditions of hair and nails. Helps to support the hair’s vitality. Improve hair growth . Helps hair to be glossy. Strenghten hair and nails. Useful in case of fragile nails,Sulfur amino acids : methionine and cystine,maintenance of normal nails,1
"Improves the memory. Improves the memory, and learning and concentrative ability. Strengthens the nervous system.",Phospolipids,"memory, learning capacity and attention, and function of the nervous system",1
Improves well-being after alcohol use,Fructose,&quot;mental health&quot;,1
"In case of increased energy needs of the body or for increased mental or physical performance or for supporting the energy supply of the overloaded muscles, such as skeletal muscles, heart muscle.",Coenzyme Q10;ubiquinone,contribution to normal energy-yielding metabolism,1
"In studies found to increase and prolong the sense of satiety.
Helps to control appetite during the day.
Increases the feeling of satiety",Palm/oat oil fatty acid,contribution to the maintenance or achievement of a normal body weight,1
Increase hair and nail resistance and promote their growth,DL-Methionine and L-cystine sulphur amino acids,maintenance of normal hair,1
Increase hair and nail resistance and promote their growth,DL-Methionine and L-cystine sulphur amino acids,maintenance of normal nails,1
Increases beneficial HDL cholesterol./ Beneficial for the heart and blood vessels.,Sugar cane extract,maintenance of normal blood HDL-cholesterol concentrations,1
Increases beneficial HDL cholesterol./ Beneficial for the heart and blood vessels.,Sugar cane extract,maintenance of normal blood LDL-cholesterol concentrations,1
"Increases burning of calories.
Stimulates your metabolism to burn calories.
Stimulates your body to enhance the calorie burning process.
Stimulates your metabolism.
Three servings per day have been shown to increase calorie burning by approximately 106 calories.
Symbol included in the claim:
Brand included in the claim: ENVIGA™ CALORIE BURNER – INVIGORATE YOUR METABOLISM",Epigallocatechin gallate (ECGC) + caffeine,Contribution to the maintenance or achievement of a normal body weight,1
"Increases in volume in the interior of the digestive tube by hydration, launches laxation in non-irritative way.",Chitosan-Natural insoluble fibre from crustaceans shell,reduction of intestinal transit time,1
"Increases muscle power and speed', 'Provide energy to muscle",Creatine,increase in endurance performance,1
Increases muscle synthesis,Whey protein isolate (Lacprodan DI-9212),growth or maintenance of muscle mass,1
Increases potency,Wheat germ oil,contribution to normal fertility,1
"Increases the sense of satiety
Elicit satiety
Reduces appetite
Supports weight control",Potato protein isolate,increase in satiety leading to a reduction in energy intake,1
"Increasing fiber intake helps maintain digestive health.
Wheat dextrin promotes healthy functioning of your digestive system.
Wheat dextrin helps your natural bowel regularity.
Wheat dextrin helps to restore normal digestive health.
Wheat dextrin is a natur",Wheat Dextrin,maintenance of normal bowel function,0
"Increasing fiber intake helps maintain digestive health.
Wheat dextrin promotes healthy functioning of your digestive system.
Wheat dextrin helps your natural bowel regularity.
Wheat dextrin helps to restore normal digestive health.
Wheat dextrin is a natural solution when it concerns your digestive health.
Wheat dextrin helps to supplement your daily diet with fiber that is essential to keep your bowel healthy.
Wheat dextrin helps restore your digestive system’s natural balance.",Wheat Dextrin,decreasing potentially pathogenic gastro-intestinal microorganisms,0
"Increasing fiber intake helps maintain digestive health.
Wheat dextrin promotes healthy functioning of your digestive system.
Wheat dextrin helps your natural bowel regularity.
Wheat dextrin helps to restore normal digestive health.
Wheat dextrin is a natural solution when it concerns your digestive health.
Wheat dextrin helps to supplement your daily diet with fiber that is essential to keep your bowel healthy.
Wheat dextrin helps restore your digestive system’s natural balance.",Wheat Dextrin,maintenance of normal bowel function,0
"Is an antioxidant that protects the body’s cells.
Can protect you from free radicals.
Can protect your cells and tissues from oxidation.
Can contribute to the total antioxidant capacity of the body.
Protects the body's cells.",Beta-Carotene,"protection of DNA, proteins and lipids from oxidative damage",2
"Is believed to play a role in stress situation e.g. helps to keep normal or slightly increased blood pressure in critical situations
helps to calm and harmonize mind helps organism to adapt for emotional stress, physical effort",Lactium milk protein hydrolysate,alleviation of psychological stress,1
"It improves liver function.
To stimulates the appetite in a natural way",Lysine,Increase in appetite leading to an increase in energy intake,1
"It maintains the good condition of bonesIt protects and nourishes bones, it is a suitable source of calcium for bone restoration.","Egg shell, crushed, without membrane",maintenance of normal hair and nails,2
"It protects eye retina, for protection of liver cells from toxins, for proper heart function, proper cardio-vascular health",Taurine,maintenance of normal cardiac function,2
"Kaera kiudaine beeta-glükaani tarbimine soodustab seedimist. Kaera kiudaine beeta-glükaani tarbimine aitab soodustada seedimist.
Clarification provided
Consuming beta-glucan promotes digestion, improves digestive function.",Oats beta-glucan,“digestive function”,1
"Kaera kiudaine beeta-glükaani tarbimine suurendab küllastustunnet ehk täiskõhutunnet.Kaera kiudaine beeta-glükaani tarbimine pikendab küllastustunde ehk täiskõhutunde säilimist.
Clarification provided
Consuming oats beta-glucan increases satiety. Consuming oats beta-glucan prolongs the feeling of satiety.",Oats beta-glucan,increase in satiety leading to a reduction in energy intake,1
Kaki is a major dietary source of antioxidants Antioxidants from dietary sources contribute to the protection against free radicals which cause cell damage Contributes to the protection of cells and tissues from oxidative damage Help strengthen our body's natural defences against oxidative stress,Kaki,"Protection of DNA, proteins and lipids from oxidative damage",2
L-Methionine is an essential amino acid required for normal growth and development in humans and which enhances protein quality in cereals. .It helps physical development of infants and prevents build-up of bad cholesterol.,L-Methionine,maintenance of normal blood cholesterol concentrations,1
